User,ASIN,Rating
A3U7ELIED4WP4R,0062267175,4
ACJS6J7UEXT5,0062267175,5
AM4XZBQH36O2M,0062267175,4
A32ED2IY82H5HX,0062267175,3
A7QN3YS1SUO7G,0062267175,5
A38I2YE5DPF9PT,0062267175,5
A185DSX2TJYOEQ,0062267175,5
AQGUOLZBA6M7V,0062267175,5
A18G6STRQVG0RR,0062267175,5
AS2L5BND7AFY5,0062267175,5
A3TJIJ3RJDOSNM,0062267175,5
AH6SMAK6CHPV4,0062267175,4
A3BVZ567DH6SRJ,0062267175,5
A3EUQRF7ZHCVFV,0062267175,5
A958LJ1BUJLG5,0062267175,5
A33SGDCK6CGS8Y,0062267175,3
AN9O9JE1B8LLO,0062267175,4
A2NNKUZDWQ5UGY,0062267175,5
A3JI9XYTFEJLZS,0062267175,5
A3B3ODDZ59Y4II,0062267175,5
A39B4H20EJ9PMT,0062267175,4
A1DF4OCCH3PWLK,0062267175,4
A2ORQUJV81OPSC,0062267175,5
AYUMJTUNX4A5R,0062267175,5
A358SWT254O2R3,0062267175,5
A1B4I7MHW9DX21,0062267175,4
A2FTJAYZ1P2UGT,0062267175,5
A1VOV2KWOAVLAA,0062267175,5
A1TDSACWH3NYMW,0062267175,5
A64NGKLPWCG32,0062267175,4
A1SFNAPI9UFL3D,0062267175,5
A2X7Q6WAYYSRHL,0062267175,3
A1E9DAKE9AFGAN,0062267175,5
AZD74VERJY2LP,0062267175,4
A2JAA17LVTPB7T,0062267175,5
A2W9RQVERBPGO6,0062267175,5
A3D4Z4MKKR3LZD,0062267175,5
A1T191BFZ4M2GC,0062267175,5
A1FJ6YD0TL90GN,0062267175,5
A1NMUPG3KMWRZM,0062267175,3
A13ELLBM2YXA8B,0062267175,5
A2HQK3M8NWI4Y1,0062267175,5
A64VNUAXNX8VO,0062267175,5
A3AD2MXB66CYGL,0062267175,5
A20RINX29Q6EH0,0062267175,4
A36OSLFGMUSPHO,0062267175,5
A9508DHWVHBTN,0062267175,5
ADH1DQ8EFBJEO,0062267175,5
A2O3YPJ1EIUPBO,0062267175,5
A2KZ6WK0HWB2TD,0062267175,5
A1H91CXX9TWOD9,0062267175,4
AF9699PNS5Y66,0062267175,5
A3FS37D3BX9YAS,0062267175,5
A1XCYQ1VRVTQZU,0062267175,3
A2ZP6ZIEQH9TQY,0062267175,5
A4FJRYKS2IMYM,0062267175,4
AEHS40NSAAK7L,0062267175,4
AR0LT0OXMJDX2,0062267175,3
A3DIRR3JME6UPQ,0062267175,4
A29HCCZYB9DRI9,0062267175,4
A35DG8IV8T205E,0062267175,5
A5IWXB9M79X30,0062267175,5
A1U10F4VS6R0EG,0062267175,5
A2TTHQTPYO88EL,0062267175,5
A11GG623AD89YT,0062267175,5
A17APVES3TT17Y,0062267175,4
AC1E4QBYUSXGY,0062267175,5
A3KM84RAZA7XXC,0062267175,5
A1GSF5X6ENMGV,0062267175,5
AEBY5PBQM7G1R,006226768X,5
AAP1L4EJITOMS,006226768X,5
A143NRESNGGS86,006226768X,5
A1D6L668JP279M,006226768X,4
AOI5W52HBVGRY,006226768X,5
A3NU36X7IAA826,006226768X,5
A2RYT2UPEQXUAV,006226768X,5
A1UOF52KDFQLP,006226768X,5
A11DGICZ5FHOSY,006226768X,2
A1FMRKT75776KP,006226768X,5
A2NCB0OH692UDJ,006226768X,4
A2H08Q7AT8HV86,006226768X,5
A2CIVTC43B6HP5,006226768X,5
AJAN7T0CSDDZO,006226768X,5
A3ER1IML5T7SBS,006226768X,3
A2MEPKPH52WN16,006226768X,4
A399IH9QO7J279,006226768X,4
AZHZZONN1SO6P,006226768X,5
A3RINEQ4GDTR55,006226768X,5
A55Y8WO7E6KLV,006226768X,5
A37ZWXRAQG15YO,006226768X,5
A2O22S3T4GE9QV,006226768X,1
A37J1XCFNH6FM4,006226768X,5
A3G0JABVQ4GLAF,006226768X,2
A3EDPGDBDCMJNJ,006226768X,4
A2QOWJV60MSW6X,006226768X,5
A2O4Z88GVCITJY,006226768X,2
A19UT0OPQCDR8,006226768X,4
A1JLU5H1CCENWX,006226768X,5
AKCNUNETFH3LX,006226768X,2
A3FVC66FNE0WY9,006226768X,3
A31GMWA73W17SP,006226768X,4
A3HUO6O1NQ5JPA,006226768X,3
AYS9DCL8HFDH3,006226768X,1
A3C2VLM6GVE08I,006226768X,5
A2VHD8U494G5M4,006226768X,5
A2ST4LBAAO72H4,006226768X,5
AGA2XU5NPCGH9,006226768X,5
A3SK6BTH6X3EI3,006226768X,3
A3RJASGQHGWGY4,006226768X,4
ATD5ZEHYN4NBL,006226768X,4
A3QE5TF98IRK1V,006226768X,5
A2QRFHJ2MOY662,006226768X,4
A1KL2758KJMBTQ,006226768X,5
A1V1F0O2OU5PL9,006226768X,5
AB5F6705JT7US,006226768X,5
A10A5HRIBOEYAR,006226768X,5
AIVB97MZ0QTH6,006226768X,5
A3WTVG2ZGVFKW,006226768X,5
AZJE74PQIGKOD,006226768X,5
A1KYXC0UYAK9UC,006226768X,5
A3IYX79XDKAZA8,006226768X,5
A27V6NFIQ8XFBW,006226768X,2
A2414AAH5K0H10,006226768X,4
A27GADI1VPO2IK,006226768X,2
A30BMMPIAUJZT4,006226768X,4
A1EGR9NJ0R9PBJ,006226768X,5
A3TGY3ANGBNK7C,006226768X,3
A1I6O06CDRWYSH,006226768X,5
A2OBZW6JIRROX6,006226768X,4
A2Q59QS5174NJ1,006226768X,3
A2YIBH6HVHG7N8,006226768X,5
ACJT172JP4XFB,006226768X,5
A3NKPLA653QXVM,006226768X,5
A3M8OP0ZHAQDLP,006226768X,1
A1MU8E76C6HXW4,006226768X,5
A7QN3YS1SUO7G,006226768X,4
A2S6PNLDG9Q2JA,006226768X,5
A1Y9IWMS0RJKDU,006226768X,4
A354KHR5BTKQ8Q,006226768X,5
A2PPLLWEK4U6EM,006226768X,1
A3B3VTO7RBNJKK,006226768X,5
A958LJ1BUJLG5,006226768X,5
A2F1A7DANSLFJ9,006226768X,5
A2NNKUZDWQ5UGY,006226768X,5
A3LTP55583V0Y,006226768X,5
A3V9YBORZ7V40C,006226768X,5
A33UUSX8ECQTRQ,006226768X,3
A2WWLU2R30IL8C,006226768X,5
A1DYYHCVSNIUT,006226768X,5
A2SMHIVHZGSLNF,006226768X,5
A1W5758V90WQKZ,006226768X,1
A5FDYZB6MG2TT,006226768X,4
AUTMCMDU1Y1O7,006226768X,5
A3DVTU6BUBAC6,006226768X,5
A33V7TNI64YB1Z,006226768X,4
A270A3KNSPSJJJ,006226768X,5
A1EOFNV23D0GV2,006226768X,5
A2KIJZOJT6AA1N,006226768X,5
A3RKCR4IGPUFL0,006226768X,5
ADRE3E8RCWIPW,006226768X,1
A3LW8GY42A4URK,006226768X,5
A1JI83RLITTQST,006226768X,5
A3IEXG75YM4ZQH,006226768X,5
A3B3ODDZ59Y4II,006226768X,5
A3151TYHOMY2CK,006226768X,5
A39B4H20EJ9PMT,006226768X,4
A2XHH3665L33BT,006226768X,5
A1JIZ2Y8VG90AI,006226768X,5
AAWWVH8V7DVX4,006226768X,5
A2VRZDJXL8K5ZM,006226768X,4
A2H59CVVIH9886,006226768X,4
AIL5WGEV9YQWB,006226768X,4
A2735JIVUDTBZ0,006226768X,4
A2L15MBNQU7O6G,006226768X,5
A2CXV6PTJCX3AM,006226768X,5
A2ZH4J33QCJU3X,006226768X,5
A2O9I06UJT7G4T,006226768X,5
A26KPQ82F5SK2D,006226768X,4
A1SFNAPI9UFL3D,006226768X,4
AAOA3WLON3GKX,006226768X,4
A2BIHGBAC7CWTQ,006226768X,2
AWC38PDUZQ8RJ,006226768X,4
APMZD1GIOHWZP,006226768X,5
A36FB1JNBSVZRE,006226768X,5
AM9W61ZE696PD,006226768X,5
A2OCN5Z5Y8E8XJ,006226768X,4
A27IFF8QIN38KC,006226768X,5
A3D4Z4MKKR3LZD,006226768X,5
AJ9L1E5A31UZE,006226768X,4
ACL4W39JLBB9X,006226768X,2
A2B1MXB18XYYZ9,006226768X,5
A8A7SOYTBRFOR,006226768X,5
A3DMZQBWIW697N,006226768X,5
AHJU8BR255NQL,006226768X,2
AHLVLW2TZX1LA,006226768X,4
AZUK2I9YOOT1Y,006226768X,5
A20VZAQ2BQ40HX,006226768X,5
A2TGLLUT78OR9S,006226768X,3
A3BMLG97SSIKN3,006226768X,5
A13ELLBM2YXA8B,006226768X,5
A7XOAETR7A9HO,006226768X,3
AQ4YL3WWSNW35,006226768X,4
A2HQK3M8NWI4Y1,006226768X,5
A2I9SOM8NW320O,006226768X,4
A1JRQ2J7QYHM2S,006226768X,5
A2S1F01HIIKP7R,006226768X,5
AUBZYFC3DTMZC,006226768X,4
A1ODOV9W7G3GF3,006226768X,3
AHQHUBE9H5TGN,006226768X,3
A6G9KHF2RCCB5,006226768X,4
A3B27TYNT0DB4K,006226768X,5
A9508DHWVHBTN,006226768X,5
A2KSFF4LKIS8JF,006226768X,4
A2CH8X08NAG75C,006226768X,4
A2HJDS7477EX53,006226768X,5
A3J6BG42QHFD5T,006226768X,2
A2Q59WC25TVR1O,006226768X,4
ADH1DQ8EFBJEO,006226768X,5
A32DXGQTMV4JB9,006226768X,5
ANIL9YU903VV4,006226768X,5
A1841TMI2HV7BS,006226768X,3
A2O3YPJ1EIUPBO,006226768X,3
A15ZJTX9FVW57D,006226768X,5
A3PATLW8T3PQV7,006226768X,5
A12G2LI7K2303,006226768X,2
A3KQR7QI6HBHQ3,006226768X,5
A1NLXZ3SRT9HO2,006226768X,3
A1ZCEJEA67P6DE,006226768X,5
A3FW06OAUGJ884,006226768X,3
ANAY7Y1XQYM8C,006226768X,1
A1Q41IGSAAMOPT,006226768X,5
AOD0KRO374ZG6,006226768X,5
A1YTMISDM7N0B7,006226768X,4
A2ZP6ZIEQH9TQY,006226768X,5
ALSEGBN10S06D,006226768X,5
AEHS40NSAAK7L,006226768X,4
A34YRJ0YCUU05L,006226768X,4
A3OUGPHZOB79Z5,006226768X,5
AXFYKGIZ2DHQ0,006226768X,2
AYDO4CLBG2H4M,006226768X,5
A1A34DY20PYGDY,006226768X,5
A3HS3KYR9D08MW,006226768X,5
A18O583BFX2LJR,006226768X,5
AKF1XBBWAQR6L,006226768X,1
AG8FU7BLYR6LD,006226768X,5
A3PWW8D03381TO,006226768X,1
A3FOL8CN5A1TFR,006226768X,3
A1U10F4VS6R0EG,006226768X,5
A32ZHWSB4NJINH,006226768X,4
A1JQ9LM3HUW9QL,006226768X,4
A31GEEKEZR7E5I,006226768X,5
AWXMFZ1J6FEUQ,006226768X,4
A13KP9R4K5RZES,006226768X,5
AEKL55IP1DJR8,006226768X,5
A1GAATV9SRT5BI,006226768X,5
A1NJHOGKZZRAX8,006226768X,2
AN2E5YJJ63Z0T,006226768X,5
A3C5VDFQ6IE702,006226768X,4
A3KM84RAZA7XXC,006226768X,3
A3BR1CG9CRXB6Z,006226768X,5
A14Y5Q10XE2ZYJ,006226768X,5
A21LJ1MYFP14X7,006226768X,5
A1JKGTL51HHTU1,006226768X,3
AW7JJRAMYZY1X,006226768X,5
A1FOA6ZJTM31O3,006226768X,5
A1GG7IGPDV99SL,006226768X,4
A2WFHO27I8XW7L,006226768X,5
A1TQYAEFWXVJWV,006226768X,5
APBF8YPKN9LFL,006226768X,5
A227LPT1ZGL961,006226768X,5
A23V5ED74WPYL8,0062267728,4
A1D6L668JP279M,0062267728,3
A1PNUOUUJ6AGUJ,0062267728,5
A1UOF52KDFQLP,0062267728,5
A399IH9QO7J279,0062267728,5
A1CHB3TM1KJYRE,0062267728,5
A3RINEQ4GDTR55,0062267728,5
A2CIVTC43B6HP5,0062267728,5
A2RYT2UPEQXUAV,0062267728,5
AZHZZONN1SO6P,0062267728,5
A2N8SA67TDOL4,0062267728,5
A37J1XCFNH6FM4,0062267728,4
A1JLU5H1CCENWX,0062267728,5
A34BRH9R7DHXWU,0062267728,5
A31GMWA73W17SP,0062267728,5
ANWU4TAGX5G33,0062267728,2
A3HUO6O1NQ5JPA,0062267728,4
A2P83F7RDG9IH7,0062267728,5
A3C2VLM6GVE08I,0062267728,5
A2VHD8U494G5M4,0062267728,4
A2ST4LBAAO72H4,0062267728,5
A3E8AITLI16LI3,0062267728,5
A2Y5EPYINH9A5G,0062267728,2
A9OMWAKOUCE2H,0062267728,4
A1KL2758KJMBTQ,0062267728,5
AIVB97MZ0QTH6,0062267728,2
A1KYXC0UYAK9UC,0062267728,5
A3IYX79XDKAZA8,0062267728,5
A2DER7R7N0DL3C,0062267728,3
A3JM282J22J4Q7,0062267728,5
A1I6O06CDRWYSH,0062267728,5
A2OBZW6JIRROX6,0062267728,4
A1U5YRKIKCAJB7,0062267728,5
AJ81CMFPUNB2I,0062267728,5
A2KROI4ILOO4JY,0062267728,5
A33OHMIDTB3M5S,0062267728,4
A18G6STRQVG0RR,0062267728,5
A958LJ1BUJLG5,0062267728,5
AN9O9JE1B8LLO,0062267728,4
A3LXRIY0HE71K,0062267728,5
A2F1A7DANSLFJ9,0062267728,5
A2NNKUZDWQ5UGY,0062267728,5
A3LTP55583V0Y,0062267728,5
A1KWFT7KHKBHIH,0062267728,5
A33V7TNI64YB1Z,0062267728,4
A270A3KNSPSJJJ,0062267728,4
A11HOEJXN58FV9,0062267728,5
A3OGIGTQ6SIHSN,0062267728,5
A1JI83RLITTQST,0062267728,5
A2XHH3665L33BT,0062267728,4
A1IRYXDIFSCSEF,0062267728,5
APGNS6OHO39ZH,0062267728,4
A29K3AQS45Y57S,0062267728,5
A2L15MBNQU7O6G,0062267728,5
A26KPQ82F5SK2D,0062267728,4
A34PYXX30DCKU1,0062267728,4
A36FB1JNBSVZRE,0062267728,4
A2RKBKVSL9XJER,0062267728,4
AM9W61ZE696PD,0062267728,5
A32SDI22JE3VA4,0062267728,5
A3D4Z4MKKR3LZD,0062267728,5
A2B1MXB18XYYZ9,0062267728,4
A3DMZQBWIW697N,0062267728,5
AHLVLW2TZX1LA,0062267728,4
A13ELLBM2YXA8B,0062267728,5
A1RNIUTPBA7BFT,0062267728,4
A2I9SOM8NW320O,0062267728,4
A1JRQ2J7QYHM2S,0062267728,5
A36OSLFGMUSPHO,0062267728,5
A9508DHWVHBTN,0062267728,5
A1NHA030AF9QIL,0062267728,5
A32DXGQTMV4JB9,0062267728,5
AR5O1A0W3ZDCI,0062267728,4
A15ZJTX9FVW57D,0062267728,5
A3PATLW8T3PQV7,0062267728,5
A3KQR7QI6HBHQ3,0062267728,5
AO4DN3UD2KW6T,0062267728,5
A1QPUC7ZQSX7HB,0062267728,4
A3KBRXW4PKK2MT,0062267728,4
A2A96H9YA1LG7G,0062267728,5
A2ZP6ZIEQH9TQY,0062267728,4
AEHS40NSAAK7L,0062267728,5
AYDO4CLBG2H4M,0062267728,5
A179Q0SO6QMZ97,0062267728,3
A35DG8IV8T205E,0062267728,5
A3FOL8CN5A1TFR,0062267728,5
A2SN01DATX3S6W,0062267728,4
A31GEEKEZR7E5I,0062267728,4
A33OD5D4ZA2O2T,0062267728,5
AE650NIVWHE10,0062267728,5
A7R4EAQ4KHLIY,0062267728,4
A1NJHOGKZZRAX8,0062267728,3
A3KM84RAZA7XXC,0062267728,4
A14Y5Q10XE2ZYJ,0062267728,5
AHTADIS5BGOE,0062267728,5
A17ZUBHS8B9DNQ,0062267728,4
A29RP42D7DXOPA,0062267728,4
A1VYFX4KAE4PLR,0062267728,2
A2WFHO27I8XW7L,0062267728,5
A227LPT1ZGL961,0062267728,5
A3526B1LCK47X9,0062267744,5
A23V5ED74WPYL8,0062267744,4
A3NU36X7IAA826,0062267744,5
A1PH5F2600WN2,0062267744,4
A2RYT2UPEQXUAV,0062267744,4
A3RINEQ4GDTR55,0062267744,5
A31IBTD2HTVEX6,0062267744,5
A1CJ1UJBCSLDK1,0062267744,4
A4Q9DA4D9HB8M,0062267744,5
A2R3VAGCIFTZUZ,0062267744,5
A1X5V3LU8TC8QU,0062267744,5
A3CAFN8PPSXATB,0062267744,5
A24ZVEGQ47AOP0,0062267744,4
A3C2VLM6GVE08I,0062267744,5
ANO600Q3MHQ5P,0062267744,5
A2ST4LBAAO72H4,0062267744,5
AGA2XU5NPCGH9,0062267744,4
A20KUTYLL94OGJ,0062267744,5
A3QE5TF98IRK1V,0062267744,2
A23VKINWRY6J92,0062267744,5
A1KL2758KJMBTQ,0062267744,5
A1V1F0O2OU5PL9,0062267744,5
A1GSAWTS30BV4W,0062267744,5
A1MXWIY7A5V3CZ,0062267744,5
A7N9ODJLFYNZL,0062267744,5
ARD4M7RUCM9UT,0062267744,5
A30BMMPIAUJZT4,0062267744,4
A3TGY3ANGBNK7C,0062267744,5
A2OBZW6JIRROX6,0062267744,4
A22CCH01TJOC2,0062267744,5
A14C8TCFEYD4IJ,0062267744,5
A3U7ELIED4WP4R,0062267744,5
ACJS6J7UEXT5,0062267744,5
A2PXJXPSTMO4YT,0062267744,4
A38KPXZZ1AXYKR,0062267744,2
AO74N9DWE1X0J,0062267744,4
A3J45CY6EV3944,0062267744,5
A1KSQX7IGC6D1H,0062267744,5
A3BVZ567DH6SRJ,0062267744,5
A958LJ1BUJLG5,0062267744,5
A2VDXIVD8MFZTE,0062267744,2
A2F1A7DANSLFJ9,0062267744,5
A3V9YBORZ7V40C,0062267744,5
A1WXD8993UA6BG,0062267744,5
A2KIJZOJT6AA1N,0062267744,5
A34JRGRUMOD5GO,0062267744,4
A1ENV91MFAEVA3,0062267744,5
A1IRYXDIFSCSEF,0062267744,5
A2VRZDJXL8K5ZM,0062267744,4
AXP1E6KGV6AM5,0062267744,3
A1874P43JYYTJT,0062267744,5
A1Y7TTNFM0HKJZ,0062267744,5
A1E9DAKE9AFGAN,0062267744,3
AZD74VERJY2LP,0062267744,4
A7KLDKH92OP1W,0062267744,5
AEUQJAEY6HA8F,0062267744,5
A3O6Z1T0IZ3NT,0062267744,5
A31AKBXFLB61G1,0062267744,5
A1LM1XE1PYLBZ4,0062267744,5
A64VNUAXNX8VO,0062267744,4
A3AD2MXB66CYGL,0062267744,4
A20RINX29Q6EH0,0062267744,4
A9508DHWVHBTN,0062267744,4
A1KX0SWP6P5TZI,0062267744,5
A2ZJNCM6CKD875,0062267744,5
AO4DN3UD2KW6T,0062267744,4
A1Q41IGSAAMOPT,0062267744,5
A3U6GWZ7W4DALY,0062267744,5
A1YTMISDM7N0B7,0062267744,5
A1U1B6KJPGA4IP,0062267744,4
A3QLMOH8UIPL74,0062267744,5
A2XHH5DF8628J8,0062267744,5
ASD9MWPTD49XO,0062267744,5
A18O583BFX2LJR,0062267744,4
A1RM1BXXU6KJPM,0062267744,4
A2L8P8TR1VYGH7,0062267744,4
A3PZ5HPHY7KT3J,0062267744,4
A13KP9R4K5RZES,0062267744,4
AEKL55IP1DJR8,0062267744,5
AE650NIVWHE10,0062267744,5
AC1E4QBYUSXGY,0062267744,5
A3BR1CG9CRXB6Z,0062267744,5
A14Y5Q10XE2ZYJ,0062267744,5
AHTADIS5BGOE,0062267744,5
A2DWBCW3PCK3G6,0062267744,5
A17ZUBHS8B9DNQ,0062267744,4
A2H5U8EDKQEFXZ,0062267744,5
A1JKGTL51HHTU1,0062267744,2
A2ESKW2RO8BOPU,0062267744,5
A3QJBIL89NBTGK,0062267744,5
A227LPT1ZGL961,0062267744,5
A23V5ED74WPYL8,0062267884,5
A1U09Q4OP6XIK6,0062267884,4
A1AYACY5KT0YOG,0062267884,5
A3NU36X7IAA826,0062267884,5
A39PSW5M1LCTWB,0062267884,4
A2JXKTUD7CSNY6,0062267884,5
A1PH5F2600WN2,0062267884,4
A2MEPKPH52WN16,0062267884,4
A4Q9DA4D9HB8M,0062267884,5
A2RYT2UPEQXUAV,0062267884,4
A1LO4B7AQJI6V1,0062267884,5
A3E6F8BCF0XT3J,0062267884,5
A2X41HCFG7JF94,0062267884,4
A2N0V6GUH28XMN,0062267884,5
A7ENLOLRR9CBK,0062267884,5
A19UT0OPQCDR8,0062267884,4
A1OF3ZBUJSBXA8,0062267884,5
A17126555O7KXC,0062267884,5
A39YL17T9LO0SP,0062267884,5
A2AQ7NZKYI10IS,0062267884,4
A2Y5EPYINH9A5G,0062267884,5
A29M69HGLQSG8Z,0062267884,5
ANS3SVPCW9JCL,0062267884,4
A2QRFHJ2MOY662,0062267884,5
AKH906R0Z1PPS,0062267884,4
A1GSAWTS30BV4W,0062267884,5
AFO0PCZZUEW41,0062267884,4
A1HXF0IBWTAP84,0062267884,5
A1HAX9F7HY0D5V,0062267884,4
A11XY79SJ51D03,0062267884,5
AHFKFSBQJGO0R,0062267884,5
A3E8BQOX3OOUH2,0062267884,4
A1OBQ5I31GW1TG,0062267884,5
A1BRKE278NSCZ,0062267884,4
A45VBMWFTE3Z9,0062267884,5
A1OO1T6GAZ34S9,0062267884,4
A24FQPD1U1QQZ,0062267884,5
ALY4MQYVAEE4U,0062267884,5
A1BJN9HHYBJJZF,0062267884,5
A5EQYRYXC2JHA,0062267884,5
AFLUSKCVBJ8UG,0062267884,4
A34P0LU7HW1MG1,0062267884,5
A1HDHWO3552XAG,0062267884,3
AEDZ5OQZ2F4I1,0062267884,5
AOYC1KOFVVD29,0062267884,5
A3LXRIY0HE71K,0062267884,5
A1EDALBEXJ1R6M,0062267884,4
A3326UC548HDXO,0062267884,4
